No Of Rooms,Arrival date,Departure date,Room night,Adult,Child,F.Child,T.Pax,Room Type,Country,total rate net,Booking date,Travel Agent,arrival_day,arrival_month,arrival_weekday,booking_day_diff,ADR,Occupancy Rate,RevPAR,Occupancy Rate %,arrival_month_year
1,2024-12-31,2025-01-10,10,2,0,0,2,Deluxe GV,Germany,67312.5,2024-11-15,Booking.com,31,12,1,46,6731.25,1.47%,99.28097345,1.474926254,2024-12
1,2024-07-14,2024-07-17,3,2,0,0,2,Deluxe GV,Egypt,18503.28,2024-07-10,Booking.com,14,7,6,4,6167.76,0.44%,27.29097345,0.4424778761,2024-07
1,2024-03-06,2024-03-09,3,2,0,0,2,Deluxe GV,Egypt,16799.58,2024-03-04,Booking.com,6,3,2,2,5599.86,0.44%,24.77814159,0.4424778761,2024-03
1,2024-10-30,2024-11-09,10,2,0,0,2,Deluxe GV,Germany,49528.5,2024-07-27,Booking.com,30,10,2,95,4952.85,1.47%,73.05088496,1.474926254,2024-10
1,2024-02-12,2024-02-26,14,2,0,0,2,Deluxe GV,Czech Republic,22318.52,2024-01-25,Booking.com,12,2,0,18,1594.18,2.06%,32.91817109,2.064896755,2024-02
1,2024-04-22,2024-04-25,3,2,0,0,2,Deluxe GV,Egypt,15859.98,2024-04-20,Booking.com,22,4,0,2,5286.66,0.44%,23.39230088,0.4424778761,2024-04
1,2025-01-25,2025-01-29,4,2,1,0,3,Deluxe GV,Egypt,24436.08,2025-01-09,Booking.com,25,1,5,16,6109.02,0.59%,36.04141593,0.5899705015,2025-01
1,2024-06-21,2024-06-23,2,2,1,0,3,Deluxe GV,Egypt,10573.32,2024-06-21,Booking.com,21,6,4,0,5286.66,0.29%,15.59486726,0.2949852507,2024-06
1,2024-07-21,2024-07-24,3,2,1,0,3,Deluxe GV,Egypt,17445.96,2024-07-18,Booking.com,21,7,6,3,5815.32,0.44%,25.73150442,0.4424778761,2024-07
1,2025-02-23,2025-03-03,8,2,1,0,3,Deluxe GV,China,45759.84,2025-02-07,Booking.com,23,2,6,16,5719.98,1.18%,67.49238938,1.179941003,2025-02
1,2025-02-23,2025-03-03,8,2,1,0,3,Deluxe GV,SERBIA,45759.84,2025-02-07,Booking.com,23,2,6,16,5719.98,1.18%,67.49238938,1.179941003,2025-02
1,2024-08-18,2024-08-20,2,1,1,0,2,Deluxe GV,United Arab Emirates,13093.24,2024-08-10,Booking.com,18,8,6,8,6546.62,0.29%,19.31156342,0.2949852507,2024-08
1,2024-08-18,2024-08-20,2,1,1,0,2,Deluxe GV,Uganda,13093.24,2024-08-10,Booking.com,18,8,6,8,6546.62,0.29%,19.31156342,0.2949852507,2024-08
1,2024-01-13,2024-01-20,7,2,0,0,2,Deluxe GV,Germany,14339.08,2023-12-21,Booking.com,13,1,5,23,2048.44,1.03%,21.14908555,1.032448378,2024-01
1,2024-01-13,2024-01-20,7,2,0,0,2,Deluxe GV,Germany,14339.08,2023-12-21,Booking.com,13,1,5,23,2048.44,1.03%,21.14908555,1.032448378,2024-01
1,2024-10-17,2024-10-27,10,2,0,0,2,Deluxe GV,Senegal,3000,2024-09-21,Booking.com,17,10,3,26,300,1.47%,4.424778761,1.474926254,2024-10
1,2024-10-31,2024-11-07,7,2,0,0,2,Deluxe GV,Germany,41257.79,2024-07-01,Booking.com,31,10,3,122,5893.97,1.03%,60.85219764,1.032448378,2024-10
1,2024-09-06,2024-09-20,14,2,0,0,2,Deluxe GV,Germany,84734.02,2024-08-15,Booking.com,6,9,4,22,6052.43,2.06%,124.9764307,2.064896755,2024-09
1,2024-09-06,2024-09-20,14,2,0,0,2,Deluxe GV,Switzerland,84734.02,2024-08-15,Booking.com,6,9,4,22,6052.43,2.06%,124.9764307,2.064896755,2024-09
1,2025-02-02,2025-02-06,4,2,1,0,3,Deluxe GV,Egypt,24436.08,2025-01-09,Booking.com,2,2,6,24,6109.02,0.59%,36.04141593,0.5899705015,2025-02
1,2025-02-08,2025-02-19,11,1,0,0,1,Deluxe GV,Germany,33849.42,2024-07-15,Booking.com,8,2,5,208,3077.22,1.62%,49.92539823,1.622418879,2025-02
1,2025-04-30,2025-05-05,5,2,1,0,3,Deluxe GV,Germany,35744.3,2025-04-14,Booking.com,30,4,2,16,7148.86,0.74%,52.72020649,0.7374631268,2025-04
1,2025-04-30,2025-05-05,5,2,1,0,3,Deluxe GV,Austria,35744.3,2025-04-14,Booking.com,30,4,2,16,7148.86,0.74%,52.72020649,0.7374631268,2025-04
1,2024-09-02,2024-09-06,4,2,2,0,4,Deluxe GV,Egypt,26329.24,2024-09-01,Booking.com,2,9,0,1,6582.31,0.59%,38.83368732,0.5899705015,2024-09
1,2024-07-24,2024-07-28,4,2,1,0,3,Deluxe GV,Egypt,23966.16,2024-07-21,Booking.com,24,7,2,3,5991.54,0.59%,35.34831858,0.5899705015,2024-07
1,2024-07-28,2024-08-01,4,2,2,0,4,Deluxe GV,Egypt,25892.84,2024-07-21,Booking.com,28,7,6,7,6473.21,0.59%,38.1900295,0.5899705015,2024-07
1,2023-12-25,2024-01-01,7,2,0,0,2,Deluxe GV,Germany,12656.84,2023-12-16,Booking.com,25,12,0,9,1808.12,1.03%,18.6679056,1.032448378,2023-12
1,2024-01-08,2024-01-12,4,2,0,0,2,Deluxe GV,Egypt,11783.4,2023-12-25,Booking.com,8,1,0,14,2945.85,0.59%,17.37964602,0.5899705015,2024-01
1,2024-01-01,2024-01-07,6,2,1,0,3,Deluxe GV,Germany,15991.56,2023-12-22,Booking.com,1,1,0,10,2665.26,0.88%,23.58637168,0.8849557522,2024-01
1,2024-05-31,2024-06-04,4,2,1,0,3,Deluxe GV,Egypt,19736.84,2024-05-13,Booking.com,31,5,4,18,4934.21,0.59%,29.11038348,0.5899705015,2024-05
1,2024-05-11,2024-05-12,1,2,1,0,3,Deluxe GV,Russia,6782.05,2024-05-01,Booking.com,11,5,5,10,6782.05,0.15%,10.0030236,0.1474926254,2024-05
1,2024-05-04,2024-05-08,4,2,1,0,3,Deluxe GV,Russia,38630.64,2024-05-01,Booking.com,4,5,5,3,9657.66,0.59%,56.97734513,0.5899705015,2024-05
1,2024-05-08,2024-05-11,3,2,1,0,3,Deluxe GV,Russia,28827.81,2024-05-01,Booking.com,8,5,2,7,9609.27,0.44%,42.51889381,0.4424778761,2024-05
1,2025-05-06,2025-05-12,6,2,0,0,2,Deluxe GV,Egypt,47109.72,2025-05-06,Booking.com,6,5,1,0,7851.62,0.88%,69.48336283,0.8849557522,2025-05
1,2025-05-06,2025-05-12,6,2,0,0,2,Deluxe GV,Egypt,47109.72,2025-05-06,Booking.com,6,5,1,0,7851.62,0.88%,69.48336283,0.8849557522,2025-05
1,2025-01-13,2025-01-20,7,2,1,0,3,Deluxe GV,Austria,34586.37,2025-01-08,Booking.com,13,1,0,5,4940.91,1.03%,51.01234513,1.032448378,2025-01
1,2023-12-19,2023-12-24,5,1,1,0,2,Deluxe GV,Egypt,10416.7,2023-12-19,Booking.com,19,12,1,0,2083.34,0.74%,15.36386431,0.7374631268,2023-12
1,2025-01-20,2025-01-25,5,2,1,0,3,Deluxe GV,Turks & Caicos Islands,23893.25,2024-12-12,Booking.com,20,1,0,39,4778.65,0.74%,35.24078171,0.7374631268,2025-01
1,2025-01-20,2025-01-25,5,2,1,0,3,Deluxe GV,Turkey,23893.25,2024-12-12,Booking.com,20,1,0,39,4778.65,0.74%,35.24078171,0.7374631268,2025-01
1,2024-12-22,2024-12-31,9,2,0,0,2,Deluxe GV,Germany,33939,2024-10-26,Booking.com,22,12,6,57,3771,1.33%,50.05752212,1.327433628,2024-12
1,2024-04-28,2024-05-04,6,2,0,0,2,Deluxe GV,Netherlands Antilles,31781.88,2024-04-20,Booking.com,28,4,6,8,5296.98,0.88%,46.8759292,0.8849557522,2024-04
1,2024-04-28,2024-05-04,6,2,0,0,2,Deluxe GV,Netherlands,31781.88,2024-04-20,Booking.com,28,4,6,8,5296.98,0.88%,46.8759292,0.8849557522,2024-04
1,2025-03-30,2025-03-31,1,2,0,0,2,Deluxe GV,Germany,4267.71,2025-03-28,Booking.com,30,3,6,2,4267.71,0.15%,6.294557522,0.1474926254,2025-03
1,2023-12-01,2023-12-04,3,2,0,0,2,Deluxe GV,Czech Republic,6521.64,2023-11-11,Booking.com,1,12,4,20,2173.88,0.44%,9.618938053,0.4424778761,2023-12
1,2025-02-06,2025-02-08,2,2,0,0,2,Deluxe GV,China,10225.98,2025-01-04,Booking.com,6,2,3,33,5112.99,0.29%,15.08256637,0.2949852507,2025-02
1,2024-08-13,2024-08-22,9,2,2,1,5,Deluxe GV,Germany,66953.34,2024-06-18,Booking.com,13,8,1,56,7439.26,1.33%,98.75123894,1.327433628,2024-08
1,2025-01-11,2025-01-13,2,2,0,0,2,Deluxe GV,Japan,11689.94,2025-01-09,Booking.com,11,1,5,2,5844.97,0.29%,17.24179941,0.2949852507,2025-01
1,2025-01-11,2025-01-13,2,2,0,0,2,Deluxe GV,China,11689.94,2025-01-09,Booking.com,11,1,5,2,5844.97,0.29%,17.24179941,0.2949852507,2025-01
1,2024-08-24,2024-09-02,9,2,0,0,2,Deluxe GV,Germany,48060.54,2024-07-26,Booking.com,24,8,5,29,5340.06,1.33%,70.88575221,1.327433628,2024-08
1,2024-06-11,2024-06-14,3,2,1,0,3,Deluxe GV,Egypt,22173.78,2024-06-11,Booking.com,11,6,1,0,7391.26,0.44%,32.70469027,0.4424778761,2024-06
1,2025-05-01,2025-05-04,3,2,1,0,3,Deluxe GV,Egypt,21992.46,2025-04-01,Booking.com,1,5,3,30,7330.82,0.44%,32.43725664,0.4424778761,2025-05
1,2025-01-29,2025-02-02,4,2,2,0,4,Deluxe GV,Germany,24436.08,2024-12-29,Booking.com,29,1,2,31,6109.02,0.59%,36.04141593,0.5899705015,2025-01
1,2025-01-29,2025-02-02,4,2,2,0,4,Deluxe GV,Egypt,24436.08,2024-12-29,Booking.com,29,1,2,31,6109.02,0.59%,36.04141593,0.5899705015,2025-01
1,2024-05-23,2024-05-26,3,2,1,0,3,Deluxe GV,Egypt,15155.34,2024-05-20,Booking.com,23,5,3,3,5051.78,0.44%,22.35300885,0.4424778761,2024-05
1,2024-01-20,2024-01-21,1,3,0,0,3,Deluxe GV,Estonia,2246.34,2024-01-20,Booking.com,20,1,5,0,2246.34,0.15%,3.313185841,0.1474926254,2024-01
1,2024-12-11,2024-12-18,7,2,0,0,2,Deluxe GV,Germany,20024.83,2024-10-27,Booking.com,11,12,2,45,2860.69,1.03%,29.53514749,1.032448378,2024-12
1,2024-07-02,2024-07-09,7,2,2,0,4,Deluxe GV,Egypt,42434.14,2024-06-12,Booking.com,2,7,1,20,6062.02,1.03%,62.58722714,1.032448378,2024-07
1,2024-10-16,2024-10-18,2,2,3,1,6,Deluxe GV,Germany,19103.56,2024-08-14,Booking.com,16,10,2,63,9551.78,0.29%,28.17634218,0.2949852507,2024-10
1,2024-09-04,2024-09-08,4,2,0,0,2,Deluxe GV,Egypt,22634.72,2024-08-30,Booking.com,4,9,2,5,5658.68,0.59%,33.38454277,0.5899705015,2024-09
1,2024-05-20,2024-05-23,3,2,0,0,2,Deluxe GV,Lebanon,19021.29,2024-04-10,Booking.com,20,5,0,40,6340.43,0.44%,28.055,0.4424778761,2024-05
1,2025-01-25,2025-01-28,3,2,2,1,5,Deluxe GV,Egypt,23976.06,2025-01-04,Booking.com,25,1,5,21,7992.02,0.44%,35.36292035,0.4424778761,2025-01
1,2024-10-01,2024-10-04,3,2,1,0,3,Deluxe GV,Egypt,19637.01,2024-09-27,Booking.com,1,10,1,4,6545.67,0.44%,28.96314159,0.4424778761,2024-10
1,2024-04-27,2024-05-03,6,2,0,0,2,Deluxe GV,Switzerland,40061.52,2024-03-11,Booking.com,27,4,5,47,6676.92,0.88%,59.08778761,0.8849557522,2024-04
1,2024-07-10,2024-07-20,10,3,1,0,4,Deluxe GV,Germany,67977.1,2024-06-11,Booking.com,10,7,2,29,6797.71,1.47%,100.2612094,1.474926254,2024-07
1,2024-07-10,2024-07-20,10,3,1,0,4,Deluxe GV,Austria,67977.1,2024-06-11,Booking.com,10,7,2,29,6797.71,1.47%,100.2612094,1.474926254,2024-07
1,2024-05-06,2024-05-10,4,2,0,0,2,Deluxe GV,United Arab Emirates,18474.2,2024-03-31,Booking.com,6,5,0,36,4618.55,0.59%,27.2480826,0.5899705015,2024-05
1,2024-05-06,2024-05-10,4,2,0,0,2,Deluxe GV,France,18474.2,2024-03-31,Booking.com,6,5,0,36,4618.55,0.59%,27.2480826,0.5899705015,2024-05
1,2025-01-19,2025-01-23,4,2,1,0,3,Deluxe GV,Turkey,19723.72,2024-12-09,Booking.com,19,1,6,41,4930.93,0.59%,29.09103245,0.5899705015,2025-01
1,2024-07-20,2024-07-27,7,2,0,0,2,Deluxe GV,Belgium,50438.22,2024-03-08,Booking.com,20,7,5,134,7205.46,1.03%,74.39265487,1.032448378,2024-07
1,2023-12-17,2023-12-22,5,3,0,0,3,Deluxe GV,Ukraine,19370.45,2023-12-12,Booking.com,17,12,6,5,3874.09,0.74%,28.56998525,0.7374631268,2023-12
1,2024-06-09,2024-06-12,3,2,1,0,3,Deluxe GV,Egypt,15160.23,2024-05-20,Booking.com,9,6,6,20,5053.41,0.44%,22.36022124,0.4424778761,2024-06
1,2025-04-11,2025-04-17,6,3,0,0,3,Deluxe GV,Russia,57122.82,2025-03-20,Booking.com,11,4,4,22,9520.47,0.88%,84.2519469,0.8849557522,2025-04
1,2025-04-05,2025-04-11,6,2,0,0,2,Deluxe GV,Germany,35287.14,2025-01-21,Booking.com,5,4,5,74,5881.19,0.88%,52.0459292,0.8849557522,2025-04
1,2025-04-23,2025-04-30,7,2,1,0,3,Deluxe GV,Germany,53663.12,2025-03-13,Booking.com,23,4,2,41,7666.16,1.03%,79.14914454,1.032448378,2025-04
1,2025-04-23,2025-04-30,7,2,1,0,3,Deluxe GV,Russia,53663.12,2025-03-13,Booking.com,23,4,2,41,7666.16,1.03%,79.14914454,1.032448378,2025-04
1,2024-08-16,2024-08-22,6,2,1,0,3,Deluxe GV,Egypt,44431.38,2024-08-12,Booking.com,16,8,4,4,7405.23,0.88%,65.53300885,0.8849557522,2024-08
1,2024-05-02,2024-05-06,4,2,2,0,4,Deluxe GV,Egypt,35526.32,2024-04-28,Booking.com,2,5,3,4,8881.58,0.59%,52.39870206,0.5899705015,2024-05
1,2024-01-17,2024-01-20,3,2,2,0,4,Deluxe GV,Egypt,7988.73,2024-01-15,Booking.com,17,1,2,2,2662.91,0.44%,11.78278761,0.4424778761,2024-01
1,2024-10-10,2024-10-16,6,2,0,0,2,Deluxe GV,Germany,46169.22,2024-10-09,Booking.com,10,10,3,1,7694.87,0.88%,68.09619469,0.8849557522,2024-10
1,2024-10-10,2024-10-16,6,2,0,0,2,Deluxe GV,France,46169.22,2024-10-09,Booking.com,10,10,3,1,7694.87,0.88%,68.09619469,0.8849557522,2024-10
1,2024-11-01,2024-11-08,7,2,1,0,3,Deluxe GV,Germany,42951.51,2024-10-24,Booking.com,1,11,4,8,6135.93,1.03%,63.35030973,1.032448378,2024-11
1,2024-08-06,2024-08-16,10,2,1,0,3,Deluxe GV,Germany,69340.5,2024-07-20,Booking.com,6,8,1,17,6934.05,1.47%,102.2721239,1.474926254,2024-08
1,2024-08-22,2024-08-26,4,2,1,0,3,Deluxe GV,Egypt,28720.28,2024-08-17,Booking.com,22,8,3,5,7180.07,0.59%,42.36029499,0.5899705015,2024-08
1,2025-01-11,2025-01-19,8,2,0,0,2,Deluxe GV,Germany,33317.52,2024-12-10,Booking.com,11,1,5,32,4164.69,1.18%,49.14088496,1.179941003,2025-01
1,2025-01-11,2025-01-19,8,2,0,0,2,Deluxe GV,Austria,33317.52,2024-12-10,Booking.com,11,1,5,32,4164.69,1.18%,49.14088496,1.179941003,2025-01
1,2024-07-09,2024-07-20,11,2,2,0,4,Deluxe GV,Germany,80388.88,2024-06-11,Booking.com,9,7,1,28,7308.08,1.62%,118.5676696,1.622418879,2024-07
1,2024-07-09,2024-07-20,11,2,2,0,4,Deluxe GV,Austria,80388.88,2024-06-11,Booking.com,9,7,1,28,7308.08,1.62%,118.5676696,1.622418879,2024-07
1,2024-04-09,2024-04-15,6,3,0,0,3,Deluxe GV,Germany,39272.16,2024-03-17,Booking.com,9,4,1,23,6545.36,0.88%,57.92353982,0.8849557522,2024-04
1,2024-03-10,2024-03-11,1,3,0,0,3,Deluxe GV,Egypt,7127.2,2024-03-08,Booking.com,10,3,6,2,7127.2,0.15%,10.5120944,0.1474926254,2024-03
1,2025-03-05,2025-03-12,7,2,1,0,3,Deluxe GV,Switzerland,49264.32,2025-01-28,Booking.com,5,3,2,36,7037.76,1.03%,72.66123894,1.032448378,2025-03
1,2025-03-05,2025-03-12,7,2,1,0,3,Deluxe GV,Ukraine,49264.32,2025-01-28,Booking.com,5,3,2,36,7037.76,1.03%,72.66123894,1.032448378,2025-03
1,2024-03-28,2024-04-01,4,2,1,0,3,Deluxe GV,Germany,23562.52,2024-03-27,Booking.com,28,3,3,1,5890.63,0.59%,34.75297935,0.5899705015,2024-03
1,2025-02-08,2025-02-12,4,2,0,0,2,Deluxe GV,Egypt,23261.28,2025-02-06,Booking.com,8,2,5,2,5815.32,0.59%,34.30867257,0.5899705015,2025-02
1,2024-05-26,2024-05-27,1,2,0,0,2,Deluxe GV,Egypt,4660.08,2024-05-25,Booking.com,26,5,6,1,4660.08,0.15%,6.873274336,0.1474926254,2024-05
1,2024-08-26,2024-08-30,4,2,2,0,4,Deluxe GV,Egypt,26644.72,2024-08-18,Booking.com,26,8,0,8,6661.18,0.59%,39.29899705,0.5899705015,2024-08
1,2025-01-25,2025-01-28,3,1,0,0,1,Deluxe GV,Egypt,10279.62,2025-01-25,Booking.com,25,1,5,0,3426.54,0.44%,15.16168142,0.4424778761,2025-01
1,2024-05-10,2024-05-19,9,2,1,0,3,Deluxe GV,Germany,51883.74,2024-04-22,Booking.com,10,5,4,18,5764.86,1.33%,76.52469027,1.327433628,2024-05
1,2024-11-08,2024-11-09,1,2,2,0,4,Deluxe GV,Egypt,7119.36,2024-11-07,Booking.com,8,11,4,1,7119.36,0.15%,10.50053097,0.1474926254,2024-11
1,2025-02-12,2025-02-18,6,3,0,0,3,Deluxe GV,Ukraine,46089.18,2025-02-01,Booking.com,12,2,2,11,7681.53,0.88%,67.97814159,0.8849557522,2025-02
1,2024-09-22,2024-10-01,9,2,1,0,3,Deluxe GV,Russia,64901.79,2024-09-17,Booking.com,22,9,6,5,7211.31,1.33%,95.72535398,1.327433628,2024-09
1,2024-01-21,2024-01-23,2,2,3,1,6,Deluxe GV,Egypt,7832.08,2024-01-20,Booking.com,21,1,6,1,3916.04,0.29%,11.55174041,0.2949852507,2024-01
1,2024-10-04,2024-10-11,7,2,2,1,5,Deluxe GV,Czech Republic,47654.6,2024-09-25,Booking.com,4,10,4,9,6807.8,1.03%,70.28702065,1.032448378,2024-10
1,2024-03-21,2024-03-28,7,2,0,0,2,Deluxe GV,Germany,34562.29,2024-01-03,Booking.com,21,3,3,78,4937.47,1.03%,50.97682891,1.032448378,2024-03
1,2024-11-30,2024-12-11,11,3,0,0,3,Deluxe GV,Russia,78360.7,2024-10-29,Booking.com,30,11,5,32,7123.7,1.62%,115.5762537,1.622418879,2024-11
1,2025-05-04,2025-05-14,10,2,1,0,3,Deluxe GV,Germany,67044.89,2025-04-02,Booking.com,4,5,6,32,6704.489,1.47%,98.88626844,1.474926254,2025-05
1,2024-08-30,2024-09-02,3,2,1,0,3,Deluxe GV,Egypt,20336.4,2024-08-27,Booking.com,30,8,4,3,6778.8,0.44%,29.99469027,0.4424778761,2024-08
1,2024-02-11,2024-02-18,7,2,1,0,3,Deluxe GV,Russia,11159.26,2024-02-10,Booking.com,11,2,6,1,1594.18,1.03%,16.45908555,1.032448378,2024-02
1,2024-04-17,2024-04-27,10,2,0,0,2,Deluxe GV,Germany,50921.1,2024-03-31,Booking.com,17,4,2,17,5092.11,1.47%,75.10486726,1.474926254,2024-04
1,2025-02-02,2025-02-06,4,3,1,0,4,Deluxe GV,Egypt,34210.52,2025-01-09,Booking.com,2,2,6,24,8552.63,0.59%,50.4579941,0.5899705015,2025-02
1,2025-04-23,2025-04-30,7,1,0,0,1,Deluxe GV,Russia,46955.3,2025-03-31,Booking.com,23,4,2,23,6707.9,1.03%,69.25560472,1.032448378,2025-04
1,2024-04-01,2024-04-08,7,2,1,0,3,Deluxe GV,Germany,33697.79,2024-03-20,Booking.com,1,4,0,12,4813.97,1.03%,49.70175516,1.032448378,2024-04
1,2024-06-02,2024-06-09,7,2,2,1,5,Deluxe GV,Egypt,38377.22,2024-05-29,Booking.com,2,6,6,4,5482.46,1.03%,56.60356932,1.032448378,2024-06
1,2025-02-24,2025-03-05,9,2,0,0,2,Deluxe GV,Germany,30863.79,2024-12-21,Booking.com,24,2,0,65,3429.31,1.33%,45.52181416,1.327433628,2025-02
1,2024-03-11,2024-03-14,3,3,1,0,4,Deluxe GV,Egypt,12582.24,2024-03-04,Booking.com,11,3,0,7,4194.08,0.44%,18.55787611,0.4424778761,2024-03
1,2024-04-20,2024-04-25,5,2,0,0,2,Deluxe GV,France,28825.1,2024-04-02,Booking.com,20,4,5,18,5765.02,0.74%,42.51489676,0.7374631268,2024-04
1,2023-12-22,2023-12-26,4,2,1,0,3,Deluxe GV,Egypt,14144.72,2023-12-17,Booking.com,22,12,4,5,3536.18,0.59%,20.86241888,0.5899705015,2023-12
1,2024-08-28,2024-08-30,2,2,2,1,5,Deluxe GV,Egypt,17823.68,2024-08-26,Booking.com,28,8,2,2,8911.84,0.29%,26.28861357,0.2949852507,2024-08
1,2024-09-03,2024-09-07,4,2,1,0,3,Deluxe GV,Egypt,23966.16,2024-09-02,Booking.com,3,9,1,1,5991.54,0.59%,35.34831858,0.5899705015,2024-09
1,2024-12-29,2025-01-02,4,2,0,0,2,Deluxe GV,Egypt,28195.52,2024-12-20,Booking.com,29,12,6,9,7048.88,0.59%,41.58631268,0.5899705015,2024-12
1,2024-10-08,2024-10-09,1,2,0,0,2,Deluxe GV,Saudi Arabia,7144.5,2024-10-08,Booking.com,8,10,1,0,7144.5,0.15%,10.53761062,0.1474926254,2024-10
1,2024-10-11,2024-10-18,7,3,0,0,3,Deluxe GV,Germany,49193.27,2024-03-25,Booking.com,11,10,4,200,7027.61,1.03%,72.55644543,1.032448378,2024-10
1,2024-02-26,2024-02-28,2,2,1,0,3,Deluxe GV,China,6280.08,2024-02-25,Booking.com,26,2,0,1,3140.04,0.29%,9.262654867,0.2949852507,2024-02
1,2024-11-28,2024-12-03,5,2,0,0,2,Deluxe GV,Hungaria,32128.95,2024-10-21,Booking.com,28,11,3,38,6425.79,0.74%,47.38783186,0.7374631268,2024-11
1,2024-04-06,2024-04-15,9,2,0,0,2,Deluxe GV,Germany,40141.89,2024-02-04,Booking.com,6,4,5,62,4460.21,1.33%,59.20632743,1.327433628,2024-04
1,2025-01-02,2025-01-03,1,2,0,0,2,Deluxe GV,Germany,4139.26,2024-12-30,Booking.com,2,1,3,3,4139.26,0.15%,6.105103245,0.1474926254,2025-01
1,2024-04-28,2024-05-03,5,2,1,0,3,Deluxe GV,Russia,31158.85,2024-04-28,Booking.com,28,4,6,0,6231.77,0.74%,45.9570059,0.7374631268,2024-04
1,2025-04-07,2025-04-11,4,2,1,0,3,Deluxe GV,Egypt,37696.76,2025-04-03,Booking.com,7,4,0,4,9424.19,0.59%,55.599941,0.5899705015,2025-04
1,2025-02-20,2025-02-22,2,2,0,0,2,Deluxe GV,Egypt,12233.72,2025-02-13,Booking.com,20,2,3,7,6116.86,0.29%,18.04383481,0.2949852507,2025-02
1,2024-02-28,2024-03-02,3,2,0,0,2,Deluxe GV,Egypt,10435.32,2024-02-26,Booking.com,28,2,2,2,3478.44,0.44%,15.39132743,0.4424778761,2024-02
1,2024-05-15,2024-05-18,3,2,2,0,4,Deluxe GV,Egypt,15648.48,2024-05-15,Booking.com,15,5,2,0,5216.16,0.44%,23.08035398,0.4424778761,2024-05
1,2025-04-29,2025-05-05,6,2,1,0,3,Deluxe GV,Russia,38642.46,2025-04-09,Booking.com,29,4,1,20,6440.41,0.88%,56.99477876,0.8849557522,2025-04
1,2024-06-28,2024-07-01,3,2,1,0,3,Deluxe GV,Egypt,28230.75,2024-06-23,Booking.com,28,6,4,5,9410.25,0.44%,41.63827434,0.4424778761,2024-06
1,2024-06-19,2024-06-24,5,2,0,0,2,Deluxe GV,Egypt,39072,2024-03-23,Booking.com,19,6,2,88,7814.4,0.74%,57.62831858,0.7374631268,2024-06
1,2024-10-18,2024-10-22,4,2,1,0,3,Deluxe GV,Egypt,28195.52,2024-10-18,Booking.com,18,10,4,0,7048.88,0.59%,41.58631268,0.5899705015,2024-10
1,2024-09-28,2024-10-08,10,2,0,0,2,Deluxe GV,Switzerland,61112,2024-09-18,Booking.com,28,9,5,10,6111.2,1.47%,90.13569322,1.474926254,2024-09
1,2024-02-12,2024-02-16,4,2,0,0,2,Deluxe GV,Egypt,12529.24,2024-02-07,Booking.com,12,2,0,5,3132.31,0.59%,18.47970501,0.5899705015,2024-02
1,2024-12-22,2024-12-29,7,2,0,0,2,Deluxe GV,Germany,24946.6,2024-11-29,Booking.com,22,12,6,23,3563.8,1.03%,36.79439528,1.032448378,2024-12
1,2024-07-01,2024-07-08,7,2,1,0,3,Deluxe GV,Germany,28169.54,2024-01-13,Booking.com,1,7,0,170,4024.22,1.03%,41.5479941,1.032448378,2024-07
1,2024-08-06,2024-08-16,10,2,0,0,2,Deluxe GV,Germany,46957,2024-04-06,Booking.com,6,8,1,122,4695.7,1.47%,69.25811209,1.474926254,2024-08
1,2024-08-16,2024-08-28,12,2,2,1,5,Deluxe GV,Germany,87674.04,2024-07-04,Booking.com,16,8,4,43,7306.17,1.77%,129.3127434,1.769911504,2024-08
1,2024-08-18,2024-08-23,5,2,0,0,2,Deluxe GV,Russia,22764.55,2024-01-23,Booking.com,18,8,6,208,4552.91,0.74%,33.57603245,0.7374631268,2024-08
1,2025-03-07,2025-03-16,9,2,1,0,3,Deluxe GV,Germany,45129.6,2024-10-14,Booking.com,7,3,4,144,5014.4,1.33%,66.56283186,1.327433628,2025-03
1,2025-03-07,2025-03-16,9,2,1,0,3,Deluxe GV,Czech Republic,45129.6,2024-10-14,Booking.com,7,3,4,144,5014.4,1.33%,66.56283186,1.327433628,2025-03
1,2023-12-26,2024-01-05,10,2,0,0,2,Deluxe GV,Germany,22788.9,2023-06-05,Booking.com,26,12,1,204,2278.89,1.47%,33.6119469,1.474926254,2023-12
1,2025-01-03,2025-01-11,8,2,0,0,2,Deluxe GV,Germany,31967.6,2024-10-20,Booking.com,3,1,4,75,3995.95,1.18%,47.14985251,1.179941003,2025-01
1,2024-08-01,2024-08-06,5,3,0,0,3,Deluxe GV,Germany,34505.6,2024-04-29,Booking.com,1,8,3,94,6901.12,0.74%,50.89321534,0.7374631268,2024-08
1,2025-02-22,2025-03-02,8,2,1,0,3,Deluxe GV,Germany,29015.84,2025-01-08,Booking.com,22,2,5,45,3626.98,1.18%,42.79622419,1.179941003,2025-02
1,2024-07-22,2024-07-27,5,2,0,0,2,Deluxe GV,Egypt,42448.6,2024-06-06,Booking.com,22,7,0,46,8489.72,0.74%,62.60855457,0.7374631268,2024-07
1,2024-10-23,2024-11-04,12,2,2,1,5,Deluxe GV,Poland,60330.48,2024-10-16,Booking.com,23,10,2,7,5027.54,1.77%,88.98300885,1.769911504,2024-10
1,2024-10-23,2024-11-04,12,2,2,1,5,Deluxe GV,Ukraine,60330.48,2024-10-16,Booking.com,23,10,2,7,5027.54,1.77%,88.98300885,1.769911504,2024-10
